,id,company,last_name,first_name,email_address,job_title,business_phone,home_phone,mobile_phone,fax_number,address,city,state_province,zip_postal_code,country_region,web_page,notes,attachments,supplier_ids,id,product_code,product_name,description,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,attachments
68,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',2;6,14,NWTDFN-14,Northwind Traders Walnuts,,17.4375,23.2500,10,40,40 - 100 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
69,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2;6,14,NWTDFN-14,Northwind Traders Walnuts,,17.4375,23.2500,10,40,40 - 100 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
70,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',2;6,14,NWTDFN-14,Northwind Traders Walnuts,,17.4375,23.2500,10,40,40 - 100 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
71,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',2;6,14,NWTDFN-14,Northwind Traders Walnuts,,17.4375,23.2500,10,40,40 - 100 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
72,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
73,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
74,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
75,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
76,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
77,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
78,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
79,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
80,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',6,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,29.2500,39.0000,10,40,15.25 OZ,0,10.0,Canned Fruit & Vegetables,b''
81,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
82,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
83,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
84,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
85,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
86,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
87,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
88,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
89,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,6.9000,9.2000,5,20,10 boxes x 12 pieces,0,5.0,Baked Goods & Mixes,b''
90,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
91,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
92,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
93,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
94,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
95,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
96,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
97,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
98,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',2;6,20,NWTJP-6,Northwind Traders Marmalade,,60.7500,81.0000,10,40,30 gift boxes,0,10.0,"Jams, Preserves",b''
99,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
100,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
101,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
102,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
103,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
104,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
105,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
106,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
107,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,21,NWTBGM-21,Northwind Traders Scones,,7.5000,10.0000,5,20,24 pkgs. x 4 pieces,0,5.0,Baked Goods & Mixes,b''
108,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
109,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
110,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
111,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
112,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
113,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
114,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
115,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
116,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',4,34,NWTB-34,Northwind Traders Beer,,10.5000,14.0000,15,60,24 - 12 oz bottles,0,15.0,Beverages,b''
117,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
118,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
119,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
120,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
121,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
122,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
123,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
124,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
125,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',7,40,NWTCM-40,Northwind Traders Crab Meat,,13.8000,18.4000,30,120,24 - 4 oz tins,0,30.0,Canned Meat,b''
126,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
127,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
128,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
129,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
130,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
131,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
132,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
133,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
134,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',6,41,NWTSO-41,Northwind Traders Clam Chowder,,7.2375,9.6500,10,40,12 - 12 oz cans,0,10.0,Soups,b''
135,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
